,City,Country,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Date
364,manono,CD,-7.3,27.4167,77.0,45,28,2.1,1631577043
365,zhezkazgan,KZ,47.8043,67.7144,51.96,29,7,7.31,1631577043
366,naivasha,KE,-0.7167,36.4359,53.65,86,38,3.13,1631577043
367,tura,IN,25.5198,90.2201,73.54,97,100,5.41,1631577044
368,castel san giovanni,IT,45.0583,9.4335,72.57,52,92,2.91,1631577044
369,chibuto,MZ,-24.6867,33.5306,63.07,83,0,7.07,1631577044
370,churapcha,RU,62.0025,132.4325,56.93,54,100,5.28,1631577045
371,sistranda,NO,63.7256,8.834,49.89,66,100,5.59,1631577045
372,sainte-thecle,CA,46.8168,-72.4991,62.64,63,96,7.67,1631577045
373,jamame,SO,0.0722,42.7506,75.02,85,57,11.18,1631577046
374,shubarkuduk,KZ,49.1447,56.4872,57.06,52,95,9.31,1631577046
375,roma,US,43.2128,-75.4557,66.34,75,1,5.75,1631577046
376,katsuura,JP,35.1333,140.3,75.24,64,100,11.05,1631577047
377,paamiut,GL,61.994,-49.6678,37.38,65,2,23.22,1631577047
378,strezhevoy,RU,60.7333,77.5889,37.38,98,100,13.94,1631577048
379,mitzic,GA,0.7821,11.549,67.44,99,73,2.75,1631577048
380,vila franca do campo,PT,37.7167,-25.4333,70.21,84,35,5.46,1631577049
381,neuquen,AR,-38.9516,-68.0591,55.29,30,0,17.27,1631577049
382,nampa,US,43.5407,-116.5635,81.25,29,1,10.36,1631577049
383,tessalit,ML,20.1986,1.0114,95.81,16,89,3.78,1631577050
384,mackenzie,CA,55.2999,-123.1698,59.22,51,90,6.91,1631577050
385,bubaque,GW,11.2833,-15.8333,79.66,81,100,7.67,1631577050
386,xuddur,SO,4.1213,43.8894,71.2,63,87,16.89,1631577051
387,tazovskiy,RU,67.4667,78.7,42.44,97,100,8.03,1631577051
388,arica,CL,-18.475,-70.3042,60.35,82,90,5.75,1631577052
389,dingle,PH,10.9995,122.6711,80.87,83,92,3.53,1631577052
390,pangody,RU,65.85,74.4859,41.9,89,100,6.64,1631577052
391,denpasar,ID,-8.65,115.2167,80.26,94,20,11.5,1631577053
392,naze,JP,28.3667,129.4833,81.52,84,97,18.79,1631577053
393,sombrerete,MX,23.6333,-103.65,66.78,54,86,6.98,1631577054
394,zhanaozen,KZ,43.3,52.8,70.57,29,6,15.59,1631577054
395,alakurtti,RU,66.9672,30.3491,37.63,97,100,13.18,1631577054
396,hofn,IS,64.2539,-15.2082,50.68,72,70,30.02,1631577055
397,shache,CN,38.4167,77.2406,65.88,34,24,2.71,1631577055
398,vidim,RU,56.4088,103.1106,43.39,92,100,2.77,1631577056
399,caravelas,BR,-17.7125,-39.2481,74.14,84,0,8.84,1631577056
400,srednekolymsk,RU,67.45,153.6833,53.71,56,100,8.1,1631577056
401,kirovskiy,RU,45.0917,133.5136,52.36,93,98,2.37,1631577057
402,havoysund,NO,70.9963,24.6622,41.88,77,100,11.54,1631577057
403,kaspiyskiy,RU,45.3929,47.3707,64.54,70,27,7.63,1631577058
404,tandlianwala,PK,31.0333,73.1333,81.37,63,0,4.56,1631577058
405,pimentel,PE,-6.8367,-79.9342,62.89,77,0,24.16,1631577059
406,chicama,PE,-7.8447,-79.1469,59.54,82,27,8.19,1631577059
407,rangpo,IN,27.1833,88.5333,73.4,91,91,2.44,1631577060
408,yabelo,ET,4.8833,38.0833,60.76,59,73,7.47,1631577060
409,ko samui,TH,9.5357,99.9357,81.61,79,91,17.05,1631577060
410,pacifica,US,37.6138,-122.4869,95.94,76,20,3.0,1631577061
411,shingu,JP,33.7333,135.9833,73.9,87,100,5.19,1631577061
412,gorgan,IR,36.8387,54.4348,76.96,78,75,0.0,1631577061
413,irbil,IQ,36.1926,44.0106,75.02,31,0,2.3,1631577062
414,ngunguru,NZ,-35.6167,174.5,62.17,86,76,6.44,1631577062
415,koslan,RU,63.4564,48.8989,41.68,79,99,12.24,1631577062
416,luebo,CD,-5.35,21.4167,74.48,66,24,1.57,1631577063
417,oistins,BB,13.0667,-59.5333,80.69,83,40,4.61,1631577063
418,cayenne,GF,4.9333,-52.3333,82.09,81,0,1.99,1631577064
419,gat,IL,31.61,34.7642,80.4,65,0,4.68,1631577064
420,usinsk,RU,65.9939,57.5281,32.54,90,10,5.39,1631577064
421,valparaiso,CL,-33.0393,-71.6273,56.84,62,0,9.22,1631577065
422,kilgore,US,32.3863,-94.8758,84.16,69,20,8.05,1631577065
423,pacific grove,US,36.6177,-121.9166,92.16,78,1,5.99,1631577062
424,dolores,AR,-36.3132,-57.6792,50.77,69,4,15.95,1631577066
425,boa vista,BR,2.8197,-60.6733,89.58,48,20,5.75,1631577066
426,bagotville,AU,-28.9833,153.4167,65.64,44,12,7.49,1631577067
427,derzhavinsk,KZ,51.1,66.3167,52.56,43,9,10.42,1631577067
428,baikunthpur,IN,23.25,82.55,74.05,92,99,13.67,1631577068
429,santo tomas,PH,14.1079,121.1414,83.32,81,95,3.83,1631577068
430,puerto baquerizo moreno,EC,-0.9,-89.6,69.01,86,49,11.88,1631577068
431,baykalsk,RU,51.5058,104.1469,53.29,95,100,2.15,1631577069
432,faanui,PF,-16.4833,-151.75,78.4,75,8,13.15,1631577069
433,plouzane,FR,48.3833,-4.6167,64.49,94,100,6.91,1631577069
434,upata,VE,8.0086,-62.3989,83.19,74,41,3.47,1631577070
435,alice springs,AU,-23.7,133.8833,62.15,23,5,14.97,1631576786
436,osypenko,UA,46.9136,36.8253,62.24,78,3,2.71,1631577070
437,paredon,MX,16.0333,-93.8667,81.36,78,99,4.43,1631577071
438,roald,NO,62.5833,6.1333,51.17,93,100,4.61,1631577071
439,tezu,IN,27.9167,96.1667,77.05,73,2,4.29,1631577072
440,rantepao,ID,-2.9701,119.8978,72.18,88,97,2.21,1631577072
441,henties bay,NA,-22.116,14.2845,53.85,92,3,7.76,1631577073
442,semirom,IR,31.4167,51.5667,57.67,22,0,2.26,1631577073
443,singapore,SG,1.2897,103.8501,80.55,88,75,4.61,1631576900
444,khaniotis,GR,39.9991,23.58,76.42,50,69,5.3,1631577073
445,sabha,LY,27.0377,14.4283,79.5,31,0,13.18,1631577074
446,mikhaylovka,RU,50.06,43.2379,62.82,54,99,4.76,1631577074
447,morros,BR,-9.4467,-46.3003,82.36,21,16,6.58,1631577074
448,buala,SB,-8.145,159.5921,84.85,70,80,10.8,1631577075
449,bosaso,SO,11.2842,49.1816,92.57,40,21,15.21,1631577075
450,ribas do rio pardo,BR,-20.4431,-53.7592,89.96,24,54,4.21,1631577075
451,asfi,MA,32.2994,-9.2372,70.99,87,100,10.74,1631577076
452,salina,US,38.8403,-97.6114,91.53,39,1,4.0,1631577077
453,portland,US,45.5234,-122.6762,77.38,47,20,1.01,1631576316
454,huambo,AO,-12.7761,15.7392,65.28,43,54,3.8,1631577078
455,khani,GE,41.9563,42.9566,60.37,94,90,2.71,1631577078
456,blackwater,AU,-23.5833,148.8833,72.36,19,2,11.68,1631577079
457,auki,SB,-8.7676,160.7034,85.93,64,38,5.37,1631577079
458,touros,BR,-5.1989,-35.4608,77.9,80,3,14.43,1631577080
459,varnamo,SE,57.186,14.04,52.11,75,48,1.14,1631577080
460,maarianhamina,AX,60.0973,19.9348,46.26,81,0,3.44,1631577080
461,mogadishu,SO,2.0371,45.3438,76.91,80,100,17.52,1631577081
462,mangan,IN,27.5167,88.5333,72.91,82,95,2.44,1631577081
463,zunyi,CN,27.6867,106.9072,69.84,88,99,3.69,1631577081
464,leshukonskoye,RU,64.8989,45.7622,39.4,76,100,11.95,1631577081
465,kidal,ML,18.4411,1.4078,87.96,36,55,7.25,1631577082
466,santa rosa,PH,14.3122,121.1114,84.85,80,93,4.88,1631577082
467,bundaberg,AU,-24.85,152.35,72.21,28,0,5.99,1631576885
468,guerrero negro,MX,27.9769,-114.0611,77.59,70,4,16.22,1631577083
469,jieshi,CN,22.8134,115.8257,84.65,77,83,4.5,1631577083
470,ahar,IR,38.4774,47.0699,57.6,65,0,2.71,1631577083
471,mersing,MY,2.4312,103.8405,75.11,94,100,4.61,1631577084
472,arman,RU,59.7,150.1667,55.69,44,0,0.92,1631577084
473,primo tapia,MX,32.22,-116.9172,93.4,55,5,9.98,1631577085
474,chumikan,RU,54.7183,135.315,56.3,61,2,15.28,1631577085
475,hualmay,PE,-11.0964,-77.6139,61.97,79,24,11.97,1631577085
476,camargo,MX,27.6667,-105.1667,86.81,22,0,3.49,1631577086
477,phan thiet,VN,10.9333,108.1,78.85,89,100,5.46,1631577086
478,sola,VU,-13.8833,167.55,79.7,78,27,16.82,1631577086
479,xiongzhou,CN,25.1167,114.3,82.13,72,29,3.47,1631577087
480,luderitz,NA,-26.6481,15.1594,52.83,76,0,12.71,1631577087
481,lohja,FI,60.2486,24.0653,48.47,77,100,10.38,1631577087
482,launceston,AU,-41.45,147.1667,50.81,73,14,1.99,1631577088
483,kuching,MY,1.55,110.3333,75.42,100,40,1.14,1631577088
484,san patricio,US,28.017,-97.5169,81.32,83,100,20.51,1631577089
485,jafarpur,IN,22.3208,88.2306,82.38,96,100,11.88,1631577089
486,talcahuano,CL,-36.7167,-73.1167,51.48,76,20,5.75,1631577089
487,ahipara,NZ,-35.1667,173.1667,61.02,88,100,11.81,1631577090
488,ayer tawar,MY,4.2954,100.7548,76.95,94,20,0.0,1631577090
489,lincoln,US,40.8,-96.667,87.13,52,1,1.01,1631576931
490,saint-leu,RE,-21.15,55.2833,68.83,73,30,2.48,1631577090
491,asmar,AF,35.0333,71.3581,72.54,75,0,3.58,1631577091
492,waterloo,CA,43.4668,-80.5164,66.25,72,40,4.61,1631576860
493,battle creek,US,42.3212,-85.1797,80.65,73,20,6.91,1631576941
494,lethem,GY,3.3803,-59.7968,80.11,68,70,1.68,1631577091
495,salard,RO,47.2167,22.05,64.38,59,63,2.48,1631577091
496,morwell,AU,-38.2333,146.4,49.05,95,77,4.47,1631577092
497,bemidji,US,47.4736,-94.8803,65.14,92,90,3.44,1631576816
498,sao joao da barra,BR,-21.6403,-41.0511,73.83,87,0,21.7,1631577087
499,port moresby,PG,-9.4431,147.1797,83.62,79,75,5.75,1631577092
500,chenzhou,CN,25.8,113.0333,77.79,78,2,2.84,1631577092
501,umea,SE,63.8284,20.2597,42.91,75,43,12.66,1631577092
502,rayadrug,IN,14.7,76.8667,73.24,82,100,18.03,1631577093
503,ulaangom,MN,49.9811,92.0667,46.36,64,0,4.83,1631577093
504,tongchuan,CN,35.0806,109.0897,66.76,70,5,6.26,1631577094
505,cessnock,AU,-32.8333,151.35,56.34,78,90,9.82,1631577094
506,mitoc,RO,48.1,27.0333,68.09,90,74,6.76,1631577094
507,bakel,SN,14.905,-12.4568,85.1,70,88,10.78,1631577095
508,shuangcheng,CN,45.35,126.2833,55.08,85,80,2.91,1631577095
509,moses lake,US,47.1301,-119.2781,77.68,31,1,6.91,1631577095
510,asyut,EG,27.181,31.1837,86.18,35,0,6.78,1631577095
511,mustafakemalpasa,TR,40.0353,28.4117,61.25,83,83,0.76,1631577096
512,broken hill,AU,-31.95,141.4333,51.51,54,11,6.91,1631577096
513,natal,BR,-5.795,-35.2094,77.65,94,75,5.75,1631576990
514,tambovka,RU,50.0969,128.0489,51.91,83,89,3.8,1631577096
515,tigil,RU,57.8,158.6667,50.97,47,0,9.15,1631577097
516,kumertau,RU,52.7667,55.7833,57.38,40,99,9.08,1631577097
517,robertsport,LR,6.7533,-11.3686,80.26,82,96,7.7,1631577098
518,alta floresta,BR,-9.8756,-56.0861,75.76,76,66,5.14,1631577098
519,pangkalanbuun,ID,-2.6833,111.6167,76.55,88,96,4.05,1631577098
520,nawada,IN,24.8833,85.5333,80.89,87,89,16.28,1631577098
521,luoyang,CN,34.6836,112.4536,73.6,81,0,3.53,1631577099
522,acari,PE,-15.4311,-74.6158,64.45,78,62,4.76,1631577099
523,juarez,MX,31.7333,-106.4833,94.64,16,1,1.99,1631577082
524,tanete,ID,-3.9443,119.7848,78.35,89,81,7.85,1631577100
525,haines junction,CA,60.7522,-137.5108,60.75,21,98,8.05,1631577100
526,tarija,BO,-21.5355,-64.7296,71.51,46,75,6.91,1631577101
527,providencia,MX,28.7167,-111.5833,98.85,59,0,11.99,1631577101
528,poum,NC,-20.2333,164.0167,75.16,83,9,14.72,1631577102
529,kaya,BF,13.0917,-1.0844,77.0,77,91,4.83,1631577102
530,linhares,BR,-19.3911,-40.0722,72.86,84,0,7.38,1631577102
531,rocha,UY,-34.4833,-54.3333,57.06,99,66,4.12,1631577103
532,cabedelo,BR,-6.9811,-34.8339,75.87,85,12,10.16,1631577103
533,yarega,RU,63.4354,53.5765,38.3,80,96,7.2,1631577103
534,goreloye,RU,52.937,41.5043,59.67,58,70,7.74,1631577104
535,fare,PF,-16.7,-151.0167,77.74,77,14,14.83,1631577104
536,kresttsy,RU,58.2452,32.5165,44.78,88,86,9.98,1631577104
537,mackay,AU,-21.15,149.2,80.04,73,3,2.3,1631577105
538,birjand,IR,32.8663,59.2211,55.87,18,0,9.22,1631577105
539,atlantis,ZA,-33.5667,18.4834,52.09,84,0,5.1,1631577105
540,harstad,NO,68.799,16.5293,43.83,90,100,11.01,1631577106
541,kholmogory,RU,64.2229,41.656,48.31,87,100,15.08,1631577106
542,skagen,DK,57.7209,10.5839,60.1,79,32,7.11,1631577106
543,kerrville,US,30.0474,-99.1403,84.42,61,90,4.61,1631576828
544,chateaudun,FR,48.0833,1.3333,66.4,72,99,5.75,1631577107
545,palmerston,AU,-12.486,130.9833,83.93,81,40,5.75,1631577107
546,pokhara,NP,28.2333,83.9833,70.02,87,100,4.88,1631577108
547,ketchikan,US,55.3422,-131.6461,54.07,94,90,18.41,1631577108
548,iisalmi,FI,63.5592,27.1907,44.62,96,87,14.67,1631577109
549,naryan-mar,RU,67.6713,53.087,38.86,67,100,7.2,1631577109
550,vestmannaeyjar,IS,63.4427,-20.2734,49.59,71,99,30.42,1631577109
551,mantua,IT,45.1667,10.7833,71.71,74,25,1.01,1631577110
552,manta,EC,-0.95,-80.7333,73.18,83,90,10.36,1631577076
553,sernovodsk,RU,43.3117,45.1594,57.76,87,55,3.89,1631577110
554,wick,GB,58.4333,-3.0833,55.45,88,29,8.05,1631577111
555,bartica,GY,6.4,-58.6167,80.92,89,57,2.3,1631577111
556,bakchar,RU,57.0186,82.0711,39.33,82,100,6.17,1631577111
557,chiang rai,TH,19.9167,99.9167,71.58,100,40,4.61,1631577112
558,selenduma,RU,50.9131,106.2406,55.65,73,100,3.85,1631577112
559,shahpura,IN,27.3833,75.9667,78.13,86,70,4.63,1631577112
560,lensk,RU,60.7253,114.9278,50.18,77,20,2.08,1631577113
561,chizhou,CN,30.6578,117.4831,71.89,94,76,4.27,1631577113
